223 unlabelled training bactches, 94 labelled batches. Will reuse samples to match batch numbers
Epoch 16, train accuracy:32.80%, batch: 93/223
Epoch 16, train accuracy:32.81%, batch: 94/223
Epoch 16, train accuracy:32.83%, batch: 95/223
Epoch 16, train accuracy:32.85%, batch: 96/223
Epoch 16, train accuracy:32.86%, batch: 97/223
Epoch 16, train accuracy:32.88%, batch: 98/223
Epoch 16, train accuracy:32.89%, batch: 99/223
Epoch 16, train accuracy:32.91%, batch: 100/223
Epoch 16, train accuracy:32.92%, batch: 101/223
Epoch 16, train accuracy:32.94%, batch: 102/223
Epoch 16, train accuracy:32.95%, batch: 103/223
Epoch 16, train accuracy:32.96%, batch: 104/223
Epoch 16, train accuracy:32.98%, batch: 105/223
Epoch 16, train accuracy:32.99%, batch: 106/223
Epoch 16, train accuracy:33.00%, batch: 107/223
Epoch 16, train accuracy:33.02%, batch: 108/223
Epoch 16, train accuracy:33.03%, batch: 109/223
Epoch 16, train accuracy:33.04%, batch: 110/223
Epoch 16, train accuracy:33.05%, batch: 111/223
Epoch 16, train accuracy:33.06%, batch: 112/223
Epoch 16, train accuracy:32.91%, batch: 113/223
Epoch 16, train accuracy:32.76%, batch: 114/223
Epoch 16, train accuracy:32.61%, batch: 115/223
Epoch 16, train accuracy:32.46%, batch: 116/223
Epoch 16, train accuracy:32.32%, batch: 117/223
Epoch 16, train accuracy:32.18%, batch: 118/223
Epoch 16, train accuracy:32.04%, batch: 119/223
Epoch 16, train accuracy:31.90%, batch: 120/223
Epoch 16, train accuracy:31.77%, batch: 121/223
Epoch 16, train accuracy:31.63%, batch: 122/223
Epoch 16, train accuracy:31.61%, batch: 123/223
Epoch 16, train accuracy:31.58%, batch: 124/223
Epoch 16, train accuracy:31.55%, batch: 125/223
Epoch 16, train accuracy:31.52%, batch: 126/223
Epoch 16, train accuracy:31.50%, batch: 127/223
Epoch 16, train accuracy:31.47%, batch: 128/223
Epoch 16, train accuracy:31.44%, batch: 129/223
Epoch 16, train accuracy:31.42%, batch: 130/223
Epoch 16, train accuracy:31.39%, batch: 131/223
Epoch 16, train accuracy:31.37%, batch: 132/223
Epoch 16, train accuracy:31.34%, batch: 133/223
Epoch 16, train accuracy:31.32%, batch: 134/223
Epoch 16, train accuracy:31.30%, batch: 135/223
Epoch 16, train accuracy:31.27%, batch: 136/223
Epoch 16, train accuracy:31.25%, batch: 137/223
Epoch 16, train accuracy:31.23%, batch: 138/223
Epoch 16, train accuracy:31.21%, batch: 139/223
Epoch 16, train accuracy:31.18%, batch: 140/223
Epoch 16, train accuracy:31.16%, batch: 141/223
Epoch 16, train accuracy:31.14%, batch: 142/223
Epoch 16, train accuracy:31.25%, batch: 143/223
Epoch 16, train accuracy:31.36%, batch: 144/223
Epoch 16, train accuracy:31.47%, batch: 145/223
Epoch 16, train accuracy:31.57%, batch: 146/223
Epoch 16, train accuracy:31.68%, batch: 147/223
Epoch 16, train accuracy:31.78%, batch: 148/223
Epoch 16, train accuracy:31.88%, batch: 149/223
Epoch 16, train accuracy:31.98%, batch: 150/223
Epoch 16, train accuracy:32.08%, batch: 151/223
Epoch 16, train accuracy:32.18%, batch: 152/223
Epoch 16, train accuracy:32.27%, batch: 153/223
Epoch 16, train accuracy:32.37%, batch: 154/223
Epoch 16, train accuracy:32.46%, batch: 155/223
Epoch 16, train accuracy:32.55%, batch: 156/223
Epoch 16, train accuracy:32.64%, batch: 157/223
Epoch 16, train accuracy:32.73%, batch: 158/223
Epoch 16, train accuracy:32.82%, batch: 159/223
Epoch 16, train accuracy:32.91%, batch: 160/223
Epoch 16, train accuracy:33.00%, batch: 161/223
Epoch 16, train accuracy:33.08%, batch: 162/223
Epoch 16, train accuracy:33.17%, batch: 163/223
Epoch 16, train accuracy:33.25%, batch: 164/223
Epoch 16, train accuracy:33.33%, batch: 165/223
Epoch 16, train accuracy:33.41%, batch: 166/223
Epoch 16, train accuracy:33.50%, batch: 167/223
Epoch 16, train accuracy:33.58%, batch: 168/223
Epoch 16, train accuracy:33.65%, batch: 169/223
Epoch 16, train accuracy:33.73%, batch: 170/223
Epoch 16, train accuracy:33.81%, batch: 171/223
Epoch 16, train accuracy:33.88%, batch: 172/223
Epoch 16, train accuracy:33.96%, batch: 173/223
Epoch 16, train accuracy:34.03%, batch: 174/223
Epoch 16, train accuracy:34.11%, batch: 175/223
Epoch 16, train accuracy:34.18%, batch: 176/223
Epoch 16, train accuracy:34.25%, batch: 177/223
Epoch 16, train accuracy:34.32%, batch: 178/223
Epoch 16, train accuracy:34.39%, batch: 179/223
Epoch 16, train accuracy:34.46%, batch: 180/223
Epoch 16, train accuracy:34.53%, batch: 181/223
Epoch 16, train accuracy:34.60%, batch: 182/223
Epoch 16, train accuracy:34.49%, batch: 183/223
Epoch 16, train accuracy:34.39%, batch: 184/223
Epoch 16, train accuracy:34.29%, batch: 185/223
Epoch 16, train accuracy:34.19%, batch: 186/223
Epoch 16, train accuracy:34.09%, batch: 187/223
Epoch 16, train accuracy:33.99%, batch: 188/223
Epoch 16, train accuracy:33.90%, batch: 189/223
Epoch 16, train accuracy:33.80%, batch: 190/223
Epoch 16, train accuracy:33.70%, batch: 191/223
Epoch 16, train accuracy:33.61%, batch: 192/223
Epoch 16, train accuracy:33.52%, batch: 193/223
Epoch 16, train accuracy:33.42%, batch: 194/223
Epoch 16, train accuracy:33.33%, batch: 195/223
Epoch 16, train accuracy:33.24%, batch: 196/223
Epoch 16, train accuracy:33.15%, batch: 197/223
Epoch 16, train accuracy:33.07%, batch: 198/223
Epoch 16, train accuracy:32.98%, batch: 199/223
Epoch 16, train accuracy:32.89%, batch: 200/223
Epoch 16, train accuracy:32.80%, batch: 201/223
Epoch 16, train accuracy:32.72%, batch: 202/223
Epoch 16, train accuracy:32.64%, batch: 203/223
Epoch 16, train accuracy:32.55%, batch: 204/223
Epoch 16, train accuracy:32.47%, batch: 205/223
Epoch 16, train accuracy:32.39%, batch: 206/223
Epoch 16, train accuracy:32.31%, batch: 207/223
Epoch 16, train accuracy:32.23%, batch: 208/223
Epoch 16, train accuracy:32.15%, batch: 209/223
Epoch 16, train accuracy:32.07%, batch: 210/223
Epoch 16, train accuracy:31.99%, batch: 211/223
Epoch 16, train accuracy:31.91%, batch: 212/223
Epoch 16, train accuracy:31.84%, batch: 213/223
Epoch 16, train accuracy:31.76%, batch: 214/223
Epoch 16, train accuracy:31.69%, batch: 215/223
Epoch 16, train accuracy:31.61%, batch: 216/223
Epoch 16, train accuracy:31.54%, batch: 217/223
Epoch 16, train accuracy:31.47%, batch: 218/223
Epoch 16, train accuracy:31.39%, batch: 219/223
Epoch 16, train accuracy:31.32%, batch: 220/223
Epoch 16, train accuracy:31.25%, batch: 221/223
Epoch 16, train accuracy:31.18%, batch: 222/223
Epoch 16, train accuracy:31.11%, batch: 223/223
Epoch 16, train accuracy:31.11%, validation accuracy:18.74, batch: 223/223
Epoch 17, train accuracy:15.62%, batch: 1/223
Epoch 17, train accuracy:15.62%, batch: 2/223
Epoch 17, train accuracy:15.62%, batch: 3/223
Epoch 17, train accuracy:15.62%, batch: 4/223
Epoch 17, train accuracy:15.62%, batch: 5/223
Epoch 17, train accuracy:16.15%, batch: 6/223
Epoch 17, train accuracy:16.52%, batch: 7/223
Epoch 17, train accuracy:16.80%, batch: 8/223
Epoch 17, train accuracy:17.01%, batch: 9/223
Epoch 17, train accuracy:17.19%, batch: 10/223
Epoch 17, train accuracy:17.33%, batch: 11/223
Epoch 17, train accuracy:17.45%, batch: 12/223
Epoch 17, train accuracy:17.55%, batch: 13/223
Epoch 17, train accuracy:17.63%, batch: 14/223
Epoch 17, train accuracy:17.71%, batch: 15/223
Epoch 17, train accuracy:17.77%, batch: 16/223
Epoch 17, train accuracy:17.83%, batch: 17/223
Epoch 17, train accuracy:17.88%, batch: 18/223
Epoch 17, train accuracy:17.93%, batch: 19/223
Epoch 17, train accuracy:17.97%, batch: 20/223
Epoch 17, train accuracy:18.01%, batch: 21/223
Epoch 17, train accuracy:18.04%, batch: 22/223
Epoch 17, train accuracy:18.07%, batch: 23/223
Epoch 17, train accuracy:18.10%, batch: 24/223
Epoch 17, train accuracy:18.12%, batch: 25/223
Epoch 17, train accuracy:18.15%, batch: 26/223
Epoch 17, train accuracy:18.17%, batch: 27/223
Epoch 17, train accuracy:18.19%, batch: 28/223
Epoch 17, train accuracy:18.21%, batch: 29/223
Epoch 17, train accuracy:19.27%, batch: 30/223
Epoch 17, train accuracy:20.26%, batch: 31/223
Epoch 17, train accuracy:21.19%, batch: 32/223
Epoch 17, train accuracy:22.06%, batch: 33/223
Epoch 17, train accuracy:22.89%, batch: 34/223
Epoch 17, train accuracy:23.66%, batch: 35/223
Epoch 17, train accuracy:24.39%, batch: 36/223
Epoch 17, train accuracy:25.08%, batch: 37/223
Epoch 17, train accuracy:25.74%, batch: 38/223
Epoch 17, train accuracy:26.44%, batch: 39/223
Epoch 17, train accuracy:27.11%, batch: 40/223
Epoch 17, train accuracy:27.74%, batch: 41/223
Epoch 17, train accuracy:28.35%, batch: 42/223
Epoch 17, train accuracy:28.92%, batch: 43/223
Epoch 17, train accuracy:29.47%, batch: 44/223
Epoch 17, train accuracy:30.00%, batch: 45/223
Epoch 17, train accuracy:30.50%, batch: 46/223
Epoch 17, train accuracy:30.98%, batch: 47/223
Epoch 17, train accuracy:31.45%, batch: 48/223
Epoch 17, train accuracy:31.89%, batch: 49/223
Epoch 17, train accuracy:32.31%, batch: 50/223
Epoch 17, train accuracy:32.72%, batch: 51/223
Epoch 17, train accuracy:33.11%, batch: 52/223
Epoch 17, train accuracy:33.49%, batch: 53/223
Epoch 17, train accuracy:33.85%, batch: 54/223
Epoch 17, train accuracy:34.20%, batch: 55/223
Epoch 17, train accuracy:34.54%, batch: 56/223
Epoch 17, train accuracy:34.87%, batch: 57/223
Epoch 17, train accuracy:35.18%, batch: 58/223
Epoch 17, train accuracy:35.49%, batch: 59/223
Epoch 17, train accuracy:35.78%, batch: 60/223
Epoch 17, train accuracy:36.07%, batch: 61/223
Epoch 17, train accuracy:36.34%, batch: 62/223
Epoch 17, train accuracy:36.61%, batch: 63/223
Epoch 17, train accuracy:36.87%, batch: 64/223
Epoch 17, train accuracy:37.12%, batch: 65/223
Epoch 17, train accuracy:37.36%, batch: 66/223
Epoch 17, train accuracy:37.59%, batch: 67/223
Epoch 17, train accuracy:37.82%, batch: 68/223
Epoch 17, train accuracy:38.04%, batch: 69/223
Epoch 17, train accuracy:38.26%, batch: 70/223
Epoch 17, train accuracy:38.47%, batch: 71/223
Epoch 17, train accuracy:38.67%, batch: 72/223
Epoch 17, train accuracy:38.87%, batch: 73/223
Epoch 17, train accuracy:39.06%, batch: 74/223
Epoch 17, train accuracy:39.25%, batch: 75/223
Epoch 17, train accuracy:39.43%, batch: 76/223
Epoch 17, train accuracy:39.61%, batch: 77/223
Epoch 17, train accuracy:39.78%, batch: 78/223
Epoch 17, train accuracy:39.95%, batch: 79/223
Epoch 17, train accuracy:40.12%, batch: 80/223
Epoch 17, train accuracy:40.28%, batch: 81/223
Epoch 17, train accuracy:40.43%, batch: 82/223
Epoch 17, train accuracy:40.59%, batch: 83/223
Epoch 17, train accuracy:40.74%, batch: 84/223
Epoch 17, train accuracy:40.88%, batch: 85/223
Epoch 17, train accuracy:41.02%, batch: 86/223
Epoch 17, train accuracy:41.16%, batch: 87/223
Epoch 17, train accuracy:41.30%, batch: 88/223
Epoch 17, train accuracy:41.43%, batch: 89/223
Epoch 17, train accuracy:41.56%, batch: 90/223
Epoch 17, train accuracy:41.69%, batch: 91/223
Epoch 17, train accuracy:41.81%, batch: 92/223
Epoch 17, train accuracy:41.94%, batch: 93/223
Epoch 17, train accuracy:42.05%, batch: 94/223
Epoch 17, train accuracy:42.17%, batch: 95/223
Epoch 17, train accuracy:42.29%, batch: 96/223
Epoch 17, train accuracy:42.40%, batch: 97/223
Epoch 17, train accuracy:42.51%, batch: 98/223
Epoch 17, train accuracy:42.61%, batch: 99/223
Epoch 17, train accuracy:42.72%, batch: 100/223
Epoch 17, train accuracy:42.82%, batch: 101/223
Epoch 17, train accuracy:42.92%, batch: 102/223
Epoch 17, train accuracy:43.02%, batch: 103/223
Epoch 17, train accuracy:43.12%, batch: 104/223
Epoch 17, train accuracy:43.21%, batch: 105/223
Epoch 17, train accuracy:43.31%, batch: 106/223
Epoch 17, train accuracy:43.40%, batch: 107/223
Epoch 17, train accuracy:43.49%, batch: 108/223
Epoch 17, train accuracy:43.58%, batch: 109/223
Epoch 17, train accuracy:43.66%, batch: 110/223
Epoch 17, train accuracy:43.75%, batch: 111/223
Epoch 17, train accuracy:43.83%, batch: 112/223
Epoch 17, train accuracy:43.67%, batch: 113/223
Epoch 17, train accuracy:43.50%, batch: 114/223
Epoch 17, train accuracy:43.34%, batch: 115/223
Epoch 17, train accuracy:43.18%, batch: 116/223
Epoch 17, train accuracy:43.03%, batch: 117/223
Epoch 17, train accuracy:42.88%, batch: 118/223
Epoch 17, train accuracy:42.73%, batch: 119/223
Epoch 17, train accuracy:42.58%, batch: 120/223
Epoch 17, train accuracy:42.43%, batch: 121/223
Epoch 17, train accuracy:42.29%, batch: 122/223
Epoch 17, train accuracy:42.15%, batch: 123/223
Epoch 17, train accuracy:42.01%, batch: 124/223
Epoch 17, train accuracy:41.88%, batch: 125/223
Epoch 17, train accuracy:41.74%, batch: 126/223
Epoch 17, train accuracy:41.61%, batch: 127/223
Epoch 17, train accuracy:41.48%, batch: 128/223
Epoch 17, train accuracy:41.35%, batch: 129/223
Epoch 17, train accuracy:41.23%, batch: 130/223
Epoch 17, train accuracy:41.10%, batch: 131/223
Epoch 17, train accuracy:40.98%, batch: 132/223
Epoch 17, train accuracy:40.86%, batch: 133/223
Epoch 17, train accuracy:40.74%, batch: 134/223
Epoch 17, train accuracy:40.62%, batch: 135/223
Epoch 17, train accuracy:40.51%, batch: 136/223
Epoch 17, train accuracy:40.40%, batch: 137/223
Epoch 17, train accuracy:40.29%, batch: 138/223
Epoch 17, train accuracy:40.18%, batch: 139/223
Epoch 17, train accuracy:40.09%, batch: 140/223
Epoch 17, train accuracy:40.00%, batch: 141/223
Epoch 17, train accuracy:39.92%, batch: 142/223
Epoch 17, train accuracy:39.97%, batch: 143/223
Epoch 17, train accuracy:40.02%, batch: 144/223
Epoch 17, train accuracy:40.06%, batch: 145/223
Epoch 17, train accuracy:40.11%, batch: 146/223
Epoch 17, train accuracy:40.16%, batch: 147/223
Epoch 17, train accuracy:40.20%, batch: 148/223
Epoch 17, train accuracy:40.25%, batch: 149/223
Epoch 17, train accuracy:40.29%, batch: 150/223
Epoch 17, train accuracy:40.34%, batch: 151/223
Epoch 17, train accuracy:40.38%, batch: 152/223
Epoch 17, train accuracy:40.42%, batch: 153/223
Epoch 17, train accuracy:40.46%, batch: 154/223
Epoch 17, train accuracy:40.50%, batch: 155/223
Epoch 17, train accuracy:40.54%, batch: 156/223
Epoch 17, train accuracy:40.59%, batch: 157/223
Epoch 17, train accuracy:40.63%, batch: 158/223
Epoch 17, train accuracy:40.66%, batch: 159/223
Epoch 17, train accuracy:40.70%, batch: 160/223
Epoch 17, train accuracy:40.74%, batch: 161/223
Epoch 17, train accuracy:40.78%, batch: 162/223
Epoch 17, train accuracy:40.82%, batch: 163/223
Epoch 17, train accuracy:40.85%, batch: 164/223
Epoch 17, train accuracy:40.89%, batch: 165/223
Epoch 17, train accuracy:40.93%, batch: 166/223
Epoch 17, train accuracy:40.96%, batch: 167/223
Epoch 17, train accuracy:41.00%, batch: 168/223
Epoch 17, train accuracy:41.03%, batch: 169/223
Epoch 17, train accuracy:41.07%, batch: 170/223
Epoch 17, train accuracy:41.10%, batch: 171/223
Epoch 17, train accuracy:41.13%, batch: 172/223
Epoch 17, train accuracy:41.17%, batch: 173/223
Epoch 17, train accuracy:41.20%, batch: 174/223
Epoch 17, train accuracy:41.23%, batch: 175/223
Epoch 17, train accuracy:41.26%, batch: 176/223
Epoch 17, train accuracy:41.30%, batch: 177/223
Epoch 17, train accuracy:41.33%, batch: 178/223
Epoch 17, train accuracy:41.36%, batch: 179/223
Epoch 17, train accuracy:41.39%, batch: 180/223
Epoch 17, train accuracy:41.42%, batch: 181/223
Epoch 17, train accuracy:41.45%, batch: 182/223
Epoch 17, train accuracy:41.36%, batch: 183/223
Epoch 17, train accuracy:41.27%, batch: 184/223
Epoch 17, train accuracy:41.18%, batch: 185/223
Epoch 17, train accuracy:41.10%, batch: 186/223
Epoch 17, train accuracy:41.01%, batch: 187/223
Epoch 17, train accuracy:40.92%, batch: 188/223
Epoch 17, train accuracy:40.84%, batch: 189/223
Epoch 17, train accuracy:40.76%, batch: 190/223
Epoch 17, train accuracy:40.67%, batch: 191/223
Epoch 17, train accuracy:40.59%, batch: 192/223
Epoch 17, train accuracy:40.51%, batch: 193/223
Epoch 17, train accuracy:40.43%, batch: 194/223
Epoch 17, train accuracy:40.35%, batch: 195/223
Epoch 17, train accuracy:40.27%, batch: 196/223
Epoch 17, train accuracy:40.20%, batch: 197/223
Epoch 17, train accuracy:40.12%, batch: 198/223
Epoch 17, train accuracy:40.04%, batch: 199/223
Epoch 17, train accuracy:39.97%, batch: 200/223
Epoch 17, train accuracy:39.89%, batch: 201/223
Epoch 17, train accuracy:39.82%, batch: 202/223
Epoch 17, train accuracy:39.75%, batch: 203/223
Epoch 17, train accuracy:39.68%, batch: 204/223
Epoch 17, train accuracy:39.60%, batch: 205/223
Epoch 17, train accuracy:39.53%, batch: 206/223
Epoch 17, train accuracy:39.46%, batch: 207/223
Epoch 17, train accuracy:39.39%, batch: 208/223
Epoch 17, train accuracy:39.32%, batch: 209/223
Epoch 17, train accuracy:39.26%, batch: 210/223
Epoch 17, train accuracy:39.19%, batch: 211/223
Epoch 17, train accuracy:39.12%, batch: 212/223
Epoch 17, train accuracy:39.06%, batch: 213/223
Epoch 17, train accuracy:38.99%, batch: 214/223
Epoch 17, train accuracy:38.92%, batch: 215/223
Epoch 17, train accuracy:38.86%, batch: 216/223
Epoch 17, train accuracy:38.80%, batch: 217/223
Epoch 17, train accuracy:38.73%, batch: 218/223
Epoch 17, train accuracy:38.67%, batch: 219/223
Epoch 17, train accuracy:38.61%, batch: 220/223
Epoch 17, train accuracy:38.55%, batch: 221/223
Epoch 17, train accuracy:38.49%, batch: 222/223
Epoch 17, train accuracy:38.42%, batch: 223/223
Epoch 17, train accuracy:38.42%, validation accuracy:19.70, batch: 223/223
Epoch 18, train accuracy:25.00%, batch: 1/223
Epoch 18, train accuracy:25.00%, batch: 2/223
Epoch 18, train accuracy:25.00%, batch: 3/223
Epoch 18, train accuracy:25.00%, batch: 4/223
Epoch 18, train accuracy:25.00%, batch: 5/223
Epoch 18, train accuracy:25.00%, batch: 6/223
Epoch 18, train accuracy:25.00%, batch: 7/223
Epoch 18, train accuracy:25.00%, batch: 8/223
Epoch 18, train accuracy:25.00%, batch: 9/223
Epoch 18, train accuracy:25.00%, batch: 10/223
Epoch 18, train accuracy:25.00%, batch: 11/223
Epoch 18, train accuracy:25.00%, batch: 12/223
Epoch 18, train accuracy:25.00%, batch: 13/223
Epoch 18, train accuracy:25.00%, batch: 14/223
Epoch 18, train accuracy:25.00%, batch: 15/223
Epoch 18, train accuracy:25.00%, batch: 16/223
Epoch 18, train accuracy:25.00%, batch: 17/223
Epoch 18, train accuracy:25.00%, batch: 18/223
Epoch 18, train accuracy:25.00%, batch: 19/223
Epoch 18, train accuracy:25.00%, batch: 20/223
Epoch 18, train accuracy:25.00%, batch: 21/223
Epoch 18, train accuracy:25.00%, batch: 22/223
Epoch 18, train accuracy:25.00%, batch: 23/223
Epoch 18, train accuracy:25.00%, batch: 24/223
Epoch 18, train accuracy:24.62%, batch: 25/223
Epoch 18, train accuracy:24.28%, batch: 26/223
Epoch 18, train accuracy:23.96%, batch: 27/223
Epoch 18, train accuracy:23.66%, batch: 28/223
Epoch 18, train accuracy:23.38%, batch: 29/223
Epoch 18, train accuracy:24.38%, batch: 30/223
Epoch 18, train accuracy:25.30%, batch: 31/223
Epoch 18, train accuracy:26.17%, batch: 32/223
Epoch 18, train accuracy:26.99%, batch: 33/223
Epoch 18, train accuracy:27.76%, batch: 34/223
Epoch 18, train accuracy:28.48%, batch: 35/223
Epoch 18, train accuracy:29.17%, batch: 36/223
Epoch 18, train accuracy:29.81%, batch: 37/223
Epoch 18, train accuracy:30.43%, batch: 38/223
Epoch 18, train accuracy:30.85%, batch: 39/223
Epoch 18, train accuracy:31.25%, batch: 40/223
Epoch 18, train accuracy:31.63%, batch: 41/223
Epoch 18, train accuracy:31.99%, batch: 42/223
Epoch 18, train accuracy:32.34%, batch: 43/223
Epoch 18, train accuracy:32.67%, batch: 44/223
Epoch 18, train accuracy:32.99%, batch: 45/223
Epoch 18, train accuracy:33.29%, batch: 46/223
Epoch 18, train accuracy:33.58%, batch: 47/223
Epoch 18, train accuracy:33.85%, batch: 48/223
Epoch 18, train accuracy:34.12%, batch: 49/223
Epoch 18, train accuracy:34.38%, batch: 50/223
Epoch 18, train accuracy:34.62%, batch: 51/223
Epoch 18, train accuracy:34.86%, batch: 52/223
Epoch 18, train accuracy:35.08%, batch: 53/223
Epoch 18, train accuracy:35.30%, batch: 54/223
Epoch 18, train accuracy:35.51%, batch: 55/223
Epoch 18, train accuracy:35.71%, batch: 56/223
Epoch 18, train accuracy:35.91%, batch: 57/223
Epoch 18, train accuracy:36.10%, batch: 58/223
Epoch 18, train accuracy:36.28%, batch: 59/223
Epoch 18, train accuracy:36.46%, batch: 60/223
Epoch 18, train accuracy:36.63%, batch: 61/223
Epoch 18, train accuracy:36.79%, batch: 62/223
Epoch 18, train accuracy:36.95%, batch: 63/223
Epoch 18, train accuracy:37.11%, batch: 64/223
Epoch 18, train accuracy:37.26%, batch: 65/223
Epoch 18, train accuracy:37.41%, batch: 66/223
Epoch 18, train accuracy:37.55%, batch: 67/223
Epoch 18, train accuracy:37.68%, batch: 68/223
Epoch 18, train accuracy:37.82%, batch: 69/223
Epoch 18, train accuracy:37.95%, batch: 70/223
Epoch 18, train accuracy:38.07%, batch: 71/223
Epoch 18, train accuracy:38.19%, batch: 72/223
Epoch 18, train accuracy:38.31%, batch: 73/223
Epoch 18, train accuracy:38.43%, batch: 74/223
Epoch 18, train accuracy:38.54%, batch: 75/223
Epoch 18, train accuracy:38.65%, batch: 76/223
Epoch 18, train accuracy:38.76%, batch: 77/223
Epoch 18, train accuracy:38.86%, batch: 78/223
Epoch 18, train accuracy:38.96%, batch: 79/223
Epoch 18, train accuracy:39.06%, batch: 80/223
Epoch 18, train accuracy:39.16%, batch: 81/223
Epoch 18, train accuracy:39.25%, batch: 82/223
Epoch 18, train accuracy:39.34%, batch: 83/223
Epoch 18, train accuracy:39.43%, batch: 84/223
Epoch 18, train accuracy:39.52%, batch: 85/223
Epoch 18, train accuracy:39.61%, batch: 86/223
Epoch 18, train accuracy:39.69%, batch: 87/223
Epoch 18, train accuracy:39.77%, batch: 88/223
Epoch 18, train accuracy:39.85%, batch: 89/223
Epoch 18, train accuracy:39.93%, batch: 90/223
Epoch 18, train accuracy:40.01%, batch: 91/223
Epoch 18, train accuracy:40.08%, batch: 92/223
Epoch 18, train accuracy:40.15%, batch: 93/223
Epoch 18, train accuracy:40.23%, batch: 94/223
Epoch 18, train accuracy:40.30%, batch: 95/223
Epoch 18, train accuracy:40.36%, batch: 96/223
Epoch 18, train accuracy:40.43%, batch: 97/223
Epoch 18, train accuracy:40.50%, batch: 98/223
Epoch 18, train accuracy:40.56%, batch: 99/223
Epoch 18, train accuracy:40.62%, batch: 100/223
Epoch 18, train accuracy:40.69%, batch: 101/223
Epoch 18, train accuracy:40.75%, batch: 102/223
Epoch 18, train accuracy:40.81%, batch: 103/223
Epoch 18, train accuracy:40.87%, batch: 104/223
Epoch 18, train accuracy:40.92%, batch: 105/223
Epoch 18, train accuracy:40.98%, batch: 106/223
Epoch 18, train accuracy:41.03%, batch: 107/223
Epoch 18, train accuracy:41.09%, batch: 108/223
Epoch 18, train accuracy:41.14%, batch: 109/223
Epoch 18, train accuracy:41.19%, batch: 110/223
Epoch 18, train accuracy:41.24%, batch: 111/223
Epoch 18, train accuracy:41.29%, batch: 112/223
Epoch 18, train accuracy:41.07%, batch: 113/223
Epoch 18, train accuracy:40.84%, batch: 114/223
Epoch 18, train accuracy:40.62%, batch: 115/223
Epoch 18, train accuracy:40.41%, batch: 116/223
Epoch 18, train accuracy:40.20%, batch: 117/223
Epoch 18, train accuracy:39.99%, batch: 118/223
Epoch 18, train accuracy:39.78%, batch: 119/223
Epoch 18, train accuracy:39.58%, batch: 120/223
Epoch 18, train accuracy:39.39%, batch: 121/223
Epoch 18, train accuracy:39.19%, batch: 122/223
Epoch 18, train accuracy:39.13%, batch: 123/223
Epoch 18, train accuracy:39.06%, batch: 124/223
Epoch 18, train accuracy:39.00%, batch: 125/223
Epoch 18, train accuracy:38.94%, batch: 126/223
Epoch 18, train accuracy:38.88%, batch: 127/223
Epoch 18, train accuracy:38.82%, batch: 128/223
Epoch 18, train accuracy:38.76%, batch: 129/223
Epoch 18, train accuracy:38.70%, batch: 130/223
Epoch 18, train accuracy:38.65%, batch: 131/223
Epoch 18, train accuracy:38.59%, batch: 132/223
Epoch 18, train accuracy:38.53%, batch: 133/223
Epoch 18, train accuracy:38.48%, batch: 134/223
Epoch 18, train accuracy:38.43%, batch: 135/223
Epoch 18, train accuracy:38.37%, batch: 136/223
Epoch 18, train accuracy:38.32%, batch: 137/223
Epoch 18, train accuracy:38.27%, batch: 138/223
Epoch 18, train accuracy:38.22%, batch: 139/223
Epoch 18, train accuracy:38.17%, batch: 140/223
Epoch 18, train accuracy:38.12%, batch: 141/223
Epoch 18, train accuracy:38.07%, batch: 142/223
Epoch 18, train accuracy:38.11%, batch: 143/223
Epoch 18, train accuracy:38.15%, batch: 144/223
Epoch 18, train accuracy:38.19%, batch: 145/223
Epoch 18, train accuracy:38.23%, batch: 146/223
Epoch 18, train accuracy:38.27%, batch: 147/223
Epoch 18, train accuracy:38.30%, batch: 148/223
Epoch 18, train accuracy:38.34%, batch: 149/223
Epoch 18, train accuracy:38.37%, batch: 150/223
Epoch 18, train accuracy:38.41%, batch: 151/223
Epoch 18, train accuracy:38.45%, batch: 152/223
Epoch 18, train accuracy:38.48%, batch: 153/223
Epoch 18, train accuracy:38.51%, batch: 154/223
Epoch 18, train accuracy:38.55%, batch: 155/223
Epoch 18, train accuracy:38.58%, batch: 156/223
Epoch 18, train accuracy:38.61%, batch: 157/223
Epoch 18, train accuracy:38.65%, batch: 158/223
Epoch 18, train accuracy:38.68%, batch: 159/223
Epoch 18, train accuracy:38.71%, batch: 160/223
Epoch 18, train accuracy:38.74%, batch: 161/223
Epoch 18, train accuracy:38.77%, batch: 162/223
Epoch 18, train accuracy:38.80%, batch: 163/223
Epoch 18, train accuracy:38.83%, batch: 164/223
Epoch 18, train accuracy:38.86%, batch: 165/223
Epoch 18, train accuracy:38.89%, batch: 166/223
Epoch 18, train accuracy:38.92%, batch: 167/223
Epoch 18, train accuracy:38.95%, batch: 168/223
Epoch 18, train accuracy:38.98%, batch: 169/223
Epoch 18, train accuracy:39.01%, batch: 170/223
Epoch 18, train accuracy:39.04%, batch: 171/223
Epoch 18, train accuracy:39.06%, batch: 172/223
Epoch 18, train accuracy:39.09%, batch: 173/223
Epoch 18, train accuracy:39.12%, batch: 174/223
Epoch 18, train accuracy:39.14%, batch: 175/223
Epoch 18, train accuracy:39.17%, batch: 176/223
Epoch 18, train accuracy:39.19%, batch: 177/223
Epoch 18, train accuracy:39.22%, batch: 178/223
Epoch 18, train accuracy:39.25%, batch: 179/223
Epoch 18, train accuracy:39.27%, batch: 180/223
